Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM42392260,2020-05-04,62164,Denied,Parent determine eight certainly sort suffer though energy.,POL93924279
CLM21007683,2020-11-18,26535,Approved,Seem either white approach.,POL09869400
CLM94276369,2020-05-06,43450,Denied,Dinner meeting despite sing information drop continue.,POL41639012
CLM73610277,2022-01-06,26771,Pending,Car white college pretty product.,POL77086340
CLM42149593,2022-06-04,56005,Pending,Six yet leader usually artist road.,POL81900573
CLM54260327,2021-06-11,91628,Pending,Good radio after at structure.,POL16874164
CLM93550616,2021-09-01,36261,Pending,Performance prevent throw become several.,POL34319547
CLM19862265,2021-11-27,29646,Pending,Structure quality experience note nor west civil.,POL32615380
CLM94142315,2024-11-03,11717,Pending,Identify idea direction class message.,POL75478196
CLM69546905,2020-09-10,17476,Approved,Western need man movement enter firm.,POL56451530
CLM11965917,2021-10-24,87557,Denied,Capital ok protect next painting always say.,POL87933513
CLM01862528,2020-12-22,9696,Approved,Area deep future budget first natural analysis.,POL46514343
CLM89745475,2020-03-28,27902,Pending,The rise Mr always.,POL11723296
CLM19326555,2024-09-13,15291,Pending,Pattern do player build.,POL25392096
CLM90418525,2020-01-31,28511,Denied,Fine goal produce performance.,POL66994083
CLM75772067,2024-06-28,62154,Denied,Bed never difference.,POL38330072
CLM83789291,2023-03-20,71720,Pending,Professional base near all and.,POL14355041
CLM43427994,2020-08-28,94552,Approved,Sort base trouble around his miss garden.,POL71095594
CLM14627025,2024-08-27,80286,Denied,Thus which effect establish.,POL17396373
CLM44229389,2021-07-17,52378,Approved,In throw share explain thus keep sell.,POL76059961
CLM66711191,2021-08-15,55915,Denied,Difference teacher occur us marriage win.,POL25608418
CLM00312525,2021-10-12,22698,Pending,School important practice cup his compare successful where.,POL20825981
CLM25247555,2020-07-24,30204,Approved,Anyone next policy whole.,POL24211829
CLM07143854,2023-11-28,94441,Approved,Truth analysis assume civil.,POL07078838
CLM93285064,2024-05-01,64879,Approved,Meet claim century mouth.,POL29858612
CLM34858417,2021-06-21,56611,Approved,Fall player factor simple reach image by.,POL70102364
CLM78708081,2021-12-23,87199,Approved,Begin half out either.,POL28359408
CLM02172231,2023-08-30,17568,Denied,Factor street main.,POL05660651
CLM40151953,2024-03-31,73059,Denied,And hope safe statement sing.,POL36118464
CLM94213891,2024-03-20,5288,Pending,Glass time find spend also tend last effort.,POL62266023
CLM30369063,2022-09-04,85158,Denied,Fact behavior design vote.,POL96157939
CLM13024594,2023-12-27,37144,Approved,Possible study we represent.,POL89047007
CLM21853421,2023-08-18,26077,Pending,Glass particular foot sing send include.,POL19694591
CLM91700617,2023-09-19,41647,Approved,Tv future pull.,POL95823449
CLM42250780,2023-10-09,77656,Approved,Nice do trade mean soldier as.,POL68947456
CLM08139474,2023-10-22,31862,Denied,Car statement me between check nearly election difficult.,POL55126928
CLM13217299,2022-09-25,65076,Approved,Will likely hear reach eight police.,POL17891442
CLM40263779,2020-06-09,83663,Denied,Public international learn important herself.,POL28535341
CLM77831345,2022-09-07,13478,Approved,Student sure throw camera goal event hour.,POL81378407
CLM54793899,2024-11-14,77110,Approved,Property million service yes fish.,POL08784991
CLM71725868,2023-08-04,18766,Denied,Peace important anything.,POL34073978
CLM84438068,2020-09-14,44222,Denied,Travel sit happen herself.,POL76172999
CLM43996401,2020-02-04,87710,Approved,Cost save bar.,POL21300763
CLM61511711,2023-06-04,38605,Approved,Edge good across everything including.,POL35891090
CLM16477178,2021-03-19,6646,Approved,Your building toward.,POL05660680
CLM31601094,2021-12-22,97126,Pending,Even table visit cultural miss executive.,POL10454872
CLM55644565,2022-03-02,63673,Approved,Wide cost full much water water.,POL76172999
CLM52360135,2024-09-29,37548,Pending,Want clearly pressure.,POL65528035
CLM53354869,2023-10-12,68462,Denied,Compare card summer network Mrs low picture.,POL61445310
CLM59502810,2021-03-15,17744,Pending,Arrive agree morning including.,POL75089142
CLM19904603,2022-02-14,96205,Denied,Truth take join agent lawyer experience anyone thousand.,POL63225220
CLM39886120,2024-04-25,99185,Denied,Account build care agency positive loss.,POL43732564
CLM49529608,2021-09-03,94278,Pending,Whose everything seek rate.,POL09115909
CLM22998888,2023-02-07,53884,Pending,Social central simply in.,POL51866369
CLM49744033,2023-11-29,8159,Denied,Knowledge institution cover little nothing house.,POL14781739
CLM55981372,2020-01-14,50503,Approved,Account seat total learn.,POL75706298
CLM92674239,2020-04-12,55658,Denied,Time effort bill house strategy surface explain with.,POL61660074
CLM19693876,2020-06-18,57405,Pending,Bar decide total one site.,POL85269593
CLM16757229,2022-11-29,9925,Approved,Arrive actually time we system.,POL04297854
CLM76919424,2023-10-30,77015,Approved,Catch daughter million event check design.,POL87949298
CLM44508531,2024-10-13,47566,Denied,Create seat authority city west.,POL95548739
CLM64171126,2023-10-26,55636,Pending,Doctor like history trial.,POL77789737
CLM24219793,2020-07-28,66029,Approved,Federal raise raise country small.,POL78045083
CLM50102517,2020-08-28,84418,Denied,Morning part lay food a.,POL09338514
CLM48871498,2023-08-08,34313,Approved,Maybe far when maintain.,POL54750482
CLM48994589,2024-08-19,19657,Approved,School exist story total that.,POL17282682
CLM97133672,2019-12-28,32690,Pending,Discuss side east protect may reach crime.,POL21820155
CLM68890502,2023-06-29,77587,Denied,Green hot fund here citizen accept produce.,POL03937394
CLM06220498,2022-07-15,90677,Denied,Eye bag skill study such through future.,POL05847993
CLM88890979,2021-03-25,18394,Denied,Wife study believe might many.,POL35206157
CLM74752423,2020-10-09,19380,Approved,Success call herself.,POL80050460
CLM31829137,2021-06-16,86901,Denied,Smile artist case hit enter.,POL59595706
CLM38349355,2024-09-28,28125,Approved,Long choose they structure.,POL73709176
CLM42305616,2022-02-23,17892,Approved,Find indeed like himself ability start group parent.,POL50813853
CLM44177313,2022-04-06,95531,Approved,Nice their technology camera political teacher.,POL23225249
CLM46417311,2022-05-29,98823,Approved,Course attorney agent goal where shake camera effort.,POL76701939
CLM28435456,2020-02-12,26148,Denied,Fly economic less under fly.,POL81605555
CLM92246762,2020-07-25,85140,Denied,Space image economy Mrs land.,POL38485615
CLM12594263,2024-10-30,71785,Pending,Technology personal buy pull past.,POL63879412
CLM73151023,2024-09-12,98552,Denied,Analysis sister better ball into.,POL12087237
CLM88057457,2023-12-04,30563,Pending,Performance like fear various him heart test.,POL35635488
CLM25173562,2022-06-26,61395,Pending,Difficult draw say source trial have newspaper know.,POL56626279
CLM73590563,2022-09-21,29863,Approved,Lawyer member town audience boy.,POL59539217
CLM69893138,2023-05-14,9276,Denied,Main evening finish there how weight foreign.,POL96461175
CLM64582646,2024-11-08,64642,Approved,Sell game two live.,POL23715386
CLM18996029,2022-05-14,91903,Pending,Cause cause just sure job.,POL84725350
CLM05569555,2021-03-01,22546,Pending,Others professional continue.,POL87381995
CLM57725251,2022-07-31,11638,Denied,Research speech draw evening.,POL14997788
CLM84987968,2020-06-15,53524,Approved,Mr line last they by still guy.,POL46352702
CLM27690050,2022-05-07,89655,Pending,Color down heart check.,POL67753905
CLM78700607,2024-05-24,70417,Pending,Detail forget success test risk many skill explain.,POL26506395
CLM85282070,2023-12-25,98381,Approved,Feeling court however agency theory.,POL53266235
CLM74701790,2020-06-21,54020,Denied,Choose type star admit indicate.,POL41920122
CLM13769666,2023-03-25,55620,Pending,Front view share exactly nothing.,POL48511316
CLM56244159,2024-04-26,52815,Pending,Door as nearly certain civil.,POL82812519
CLM72806847,2021-11-30,43329,Pending,Apply market the billion oil.,POL02345359
CLM27250948,2024-05-28,16964,Pending,Despite enjoy speak example what.,POL62033992
CLM54743764,2020-11-02,10873,Denied,Teacher prove eat standard newspaper education.,POL63571175
CLM31318559,2020-03-05,75849,Denied,Thank good economic provide common identify pressure.,POL16834109
CLM58567186,2022-12-12,48440,Denied,Nor hand bring way be discussion.,POL79861668
CLM76709346,2024-08-16,9276,Denied,Wind thus hour book development poor agency.,POL25465013
CLM88702569,2023-10-27,76515,Approved,Itself hand none peace cause artist.,POL13070623
CLM88348405,2022-02-27,55018,Approved,Over their economy especially phone.,POL70742419
CLM33948218,2024-03-30,26563,Pending,Race culture stuff glass guy natural the.,POL39824076
CLM87686857,2022-06-23,26841,Denied,Situation plant stand traditional offer believe among.,POL80973920
CLM95209963,2023-12-06,63088,Approved,Reduce lose smile south.,POL15824139
CLM96849995,2023-05-08,44783,Approved,Middle enough can century.,POL22181403
CLM51239522,2020-02-19,99881,Pending,Item reduce mind low join.,POL84424949
CLM60691985,2022-10-16,54055,Denied,Prepare book sister main long.,POL83312613
CLM40915045,2022-08-25,95276,Denied,Point unit heart allow.,POL21241927
CLM52480883,2023-12-28,13426,Denied,Note century fund right risk.,POL19672686
CLM27380799,2024-05-23,30889,Approved,People not follow may item support.,POL80418743
CLM51670842,2021-01-09,40715,Pending,Present lead science type.,POL36474565
CLM76824357,2023-04-20,53757,Approved,Source fall remain officer itself sea white.,POL69425319
CLM40826278,2021-05-29,29981,Denied,Science someone wide leave.,POL77763107
CLM10355652,2020-07-20,70115,Denied,Crime western less mother affect necessary few.,POL31141839
CLM48726761,2023-02-23,84382,Denied,Space because city close.,POL69533983
CLM95292894,2019-12-25,22815,Approved,Physical that couple successful hit never.,POL97796682
CLM84719374,2021-06-25,73495,Approved,Wind write newspaper another keep treatment effect.,POL65279232
CLM03197221,2020-03-18,29010,Denied,With quality shake door.,POL25767436
CLM07472041,2021-09-15,58267,Pending,Add bit pressure position fall owner.,POL05757630
CLM59309270,2022-11-25,29767,Pending,Reveal week fight there hit peace various.,POL48959866
CLM98957718,2024-03-18,9401,Approved,Window performance very.,POL91813694
CLM03300330,2023-04-06,40184,Denied,Development nor much government although.,POL02523874
CLM68693390,2023-02-18,37327,Approved,Although these direction born meet.,POL47276552
CLM51002850,2024-10-14,23707,Approved,Every listen truth leave me whom while together.,POL87414724
CLM94196894,2021-03-07,5483,Pending,Radio nor after last cut debate anything response.,POL18985962
CLM32255020,2024-09-30,27493,Denied,Join size at although near commercial hair.,POL93664406
CLM58410285,2022-05-09,14444,Pending,Know each face television certainly other grow commercial.,POL35135678
CLM14630842,2024-12-06,13549,Denied,Four glass station imagine themselves traditional.,POL05586650
CLM55319059,2024-02-18,61173,Approved,Skill single defense baby outside.,POL45897709
CLM20148900,2023-07-06,86540,Pending,Cause friend build join.,POL89877141
CLM17507987,2022-02-08,46502,Denied,Quite thing any thought thousand fly design.,POL71731028
CLM79254389,2024-08-25,47315,Approved,In wife Mrs gas.,POL14375440
CLM35117935,2021-03-23,19803,Denied,From manager know very suggest less first.,POL12333540
CLM99909107,2022-08-27,95585,Approved,Wide community news race.,POL76059961
CLM81639518,2021-07-11,66434,Pending,Control resource air.,POL44808829
CLM53003001,2021-01-03,68820,Approved,Not happen couple rule others yourself.,POL40562247
CLM94327170,2023-09-04,59524,Approved,Minute news support staff.,POL09566109
CLM20809414,2023-04-25,35602,Denied,Thought point surface effect.,POL36441440
CLM04788553,2021-11-27,63518,Denied,Once woman score total important kid entire firm.,POL86414767
CLM79927799,2024-03-21,49870,Pending,Say inside same nearly.,POL36096008
CLM37958380,2021-10-12,81722,Pending,Its then same ball indeed drive.,POL40215067
CLM10591039,2021-12-07,11371,Pending,Federal person pick way free particularly health.,POL39168523
CLM67802769,2020-03-26,33115,Denied,At sure specific edge ability lose seem.,POL67370723
CLM18493817,2024-07-30,89787,Denied,Grow good forget require discussion give begin.,POL88449964
CLM43848134,2021-04-20,10845,Approved,Box move film chance.,POL01522265
CLM23105463,2024-05-17,67867,Approved,Sing garden movie character reality.,POL89877141
CLM53800044,2023-09-29,98658,Denied,Way office happen similar drug.,POL08440937
CLM12722376,2024-02-09,51920,Denied,Price fast police focus personal.,POL27396272
CLM98880105,2024-05-16,37754,Denied,Reason on my upon sign other artist.,POL08632152
CLM05343414,2021-08-22,44130,Denied,Continue simple ball understand other executive hot.,POL24186172
CLM74001183,2023-10-17,91558,Denied,To fast town individual seat in according.,POL29503998
CLM73324035,2024-01-20,50526,Pending,Owner effort save head.,POL74008524
CLM75203010,2023-10-06,68455,Denied,Middle price baby city.,POL42847651
CLM47461830,2021-11-22,83701,Approved,Recognize minute occur doctor movement control.,POL50918861
CLM33127881,2021-08-22,16114,Denied,Mind professional nothing tax remain.,POL55964099
CLM03697455,2022-06-07,30684,Pending,Suddenly now on success.,POL87573741
CLM54614476,2020-07-05,41786,Approved,Technology development ahead blood fire officer nor.,POL72882206
CLM92739588,2023-08-15,60072,Denied,When least way sell.,POL82486686
CLM98861962,2023-07-24,6481,Pending,History dream consider reality rock ground.,POL51700588
CLM21372852,2022-02-04,14196,Denied,Particular order little piece.,POL04830457
CLM22514827,2021-07-07,40241,Pending,Religious early positive side generation.,POL94937025
CLM77071545,2021-05-23,86592,Approved,You cost trade south by when term.,POL01236667
CLM82925770,2023-01-26,63144,Approved,Bar standard interesting them trial choose administration.,POL20003518
